code,description,type,lat,lon
WORKWRD,WORKSOP W.R.D.,junction,53.31357561889041,-1.1317647728434292
NTHNRTS,NORTHENDEN R.T.S.,junction,53.398562143909984,-2.2465145070752364
SBCHTC,SANDBACH TOWN CENTRE,junction,,
VITTARL,VITTUONE-ARLUNO,junction,,
LNDNBCJ,BRUNSWICK COURT JUNCTION,junction,51.49816237192447,-0.07331175462717035
ORTONMR,ORTON MERE,junction,52.56292607856683,-0.2737453106934631
ARCQGBF,ARCOW QUARRY GBRF,junction,,
ROOSPHF,PARK HOUSE FARM,junction,54.12972350389644,-3.188269227139743
LUDLOW,LUDLOW,station,52.370990914898236,-2.7158890353732055
BHAMMRS,BIRMINGHAM MOOR STREET,station,52.47868997951906,-1.8913691848097927
ABTHCFH,ABERTHAW PS CRIP SDG FHH,junction,,
THEALE,THEALE,station,51.433414698088626,-1.073937959797829
TRNTHAM,TRENTHAM,junction,52.9744840725824,-2.175426609065107
PENZUPL,PENZANCE SLOPERS SDG,junction,50.1261942377258,-5.524963640187697
WIGTROS,ROSEWAIN L C,junction,54.835650136237405,-3.1065959788158204
HYWR225,HAYWARDS HEATH SIG 1225,junction,50.998260732399224,-0.10787411003950273
SUTT193,SUTTON SIGNAL VC193,junction,51.36061686768181,-0.18697777173467903
HYWR226,HAYWARDS HEATH SIG 1226,junction,50.998260732399224,-0.10787411003950273
HERTFDD,HERTFORD DEPOT,junction,51.7994001493508,-0.07175100160723517
HERTFDE,HERTFORD EAST,station,51.7994001493508,-0.07175100160723517
CLNKRDJ,CLINK ROAD JN,junction,51.23708475291626,-2.293819422163137
HCKP863,BALNE SIGNAL Y863,junction,53.66009933510264,-1.1060177977617363
AMNG490,AMINGTON JN SIG NL3490,junction,52.63828140754604,-1.669804657581013
SHIELDH,SHIELDHALL,junction,,
CESOKWV,CESSNOCK WATER VIADUCT,junction,55.58790075287653,-4.449311721390922
CNTBEES,CANTERBURY EAST ENGNRS SDG,junction,51.27423278521778,1.075507371489906
FERYBDG,FERRYBRIDGE NORTH JN,junction,53.71187611881631,-1.271129539701956
BEATUSS,BEATTOCK UP SUMMIT SDGS,junction,55.4206620115388,-3.5881631053263328
SELH051,SELHURST SHUNT SIGNAL 1051,junction,51.392467729193754,-0.08901045344153397
PSLYSTJ,PAISLEY ST JAMES,station,55.851911225451246,-4.441918711320242
FAYGATE,FAYGATE,station,51.09593520652874,-0.2631168932582551
CNTY,CARNTYNE,station,55.854884016110944,-4.179387723569685
ECRO080,EAST CROYDON SIGNAL T1080,junction,,
BRDGDUN,DUNBALL,junction,51.1645307171639,-2.983353533760439
MRLY,MORLEY,station,53.74955603819774,-1.5917385060689282
KILGETY,KILGETTY,station,51.73236027619182,-4.714591602020565
CMDNRDJ,CAMDEN ROAD JN,junction,51.54188794037975,-0.139273698650316
AVONGBR,AVONMOUTH WEST WHARF GBRF,junction,,
COLDHAM,COLDHAM,junction,52.6045917225358,0.11428313364445979
DIJONPY,DIJON-PERRIGNY,junction,,
BORWGAW,BOROUGH GREEN & WROTHAM,station,51.29312612522311,0.30539411567751973
COATDYK,COATDYKE,station,55.86431661636685,-4.004695528127169
GFORDSJ,GREENFORD SOUTH JN,junction,51.53698870661611,-0.33824445670668424
WILMCOT,WILMCOTE (WARKS),station,52.22252871476462,-1.7557503777144696
GVNDCLP,GROVESEND COLLY LOOP,junction,51.70357003451588,-4.05496797350492
WRUNTON,WEST RUNTON,station,52.93548814037028,1.2460948255053035
SDFRTSB,SUDFORTH LANE SIGNAL BOX,junction,53.70361536719126,-1.1951980096698511
BALISTN,BAILLIESTON,station,55.84452675227649,-4.113699812976393
STKPCVJ,CHEADLE VILLAGE JUNCTION,junction,53.39846895402663,-2.248108128653171
WLNGBRO,WELLINGBOROUGH,station,52.30375151416347,-0.6764317969362792
ELGH105,EASTLEIGH SIG. E105,junction,50.977769007974835,-1.3477150178779789
CANTTMD,CANTON PULLMANS,junction,51.47574625691713,-3.1924986151700576
WARWICK,WARWICK,station,52.28659200844403,-1.581868652765067
WVRMTST,WOLVERHAMPTON STEEL TERM,junction,52.581407241547765,-2.1093729385966022
IMNG7FH,IMMINGHAM REC LINE 7(FLHH),junction,53.629291046862065,-0.21839293780479352
MINFFR,MINFFORDD (FFEST. RLWY),junction,52.925880477865235,-4.084834357471955
UWRLNGH,UPPER WARLINGHAM,station,51.30798325007801,-0.07764374924379443
REDHLS,REDHILL L.H.S.,junction,50.91562743493716,-1.461659415305808
CMPRDNJ,CAMPERDOWN JN,junction,56.46284622721004,-2.9596497307095753
ERLSTWN,EARLESTOWN,station,53.45133547867109,-2.6371693227113506
EARLFHH,EARLE SIDINGS (FLHH),junction,53.35612640899522,-1.7441867356907734
ERLSTWJ,EARLESTOWN WEST JN,junction,53.450903392765,-2.63896981294809
GIDBGEJ,GUIDE BRIDGE EAST JN,junction,53.47454529224845,-2.1132433047334045
BNTBFHH,BARNETBY DN RECP SDG (FHH),junction,53.57244382431061,-0.4146733221072657
BISHPBA,BISHOPTON BRIT. AEROSPACE,junction,55.90538292800203,-4.5043993000831355
CATZMOM,EDGEWORTHSTOWN <CIE>,station,,
KILWJCE,KILWINNING DOWN C.E.,junction,55.65773157661118,-4.7095216371991535
CHFN,CHURCH FENTON,station,53.82682320434525,-1.2275087217941585
PTADOWN,PORTADOWN <NIR>,station,,
BESSCRJ,BESSACARR JN,junction,53.495966633346946,-1.0810278537633284
WSTBRDY,WESTBURY DOWN T.C.,junction,51.26040685075086,-2.2168665240585037
TONDLFL,TONDU LLYNFI GOODS LOOP,junction,51.54755398358113,-3.59519563248491
CHFD,CHESTERFIELD,station,53.238332584713234,-1.4195449454236275
HENDYJ,HENDY JN,junction,51.71052228729873,-4.053879083695632
AYLSBCH,AYLESBURY BRANCH SDG,junction,51.81342972794224,-0.8141505585179521
WIGANWL,WIGAN WALLGATE,station,53.54518816534429,-2.6349113372465154
HIGM,HIGHAM,station,51.426690666579624,0.4663424477880858
BRST569,BRISTOL PARKWAY SIG BL1569,junction,,
IBMM,IBM (GREENOCK),station,55.92941130490566,-4.8271733754256765
EUROHS,EUROTUNNEL DEPOT HEADSHUNT,junction,51.08700967790246,1.1383296941975627
NWAL21,NORTH WALSHAM SIGNAL TB21,junction,52.801711759251255,1.392623937604698
GREENRD,GREEN ROAD,station,54.244146451657656,-3.2455287365493515
OLDOACE,OLD OAK COMMON A C E SDGS,junction,51.52653324301529,-0.2445753502424205
HOLINWS,HOLLINWOOD METROLINK,station,,
OXENDGL,OXENHOLME DOWN GOODS LOOP,junction,54.30095451938254,-2.7260725182666112
BEGHT29,WESTHORPE (BEIGHTON) S1029,junction,,
FAZKRLY,FAZAKERLEY,station,53.46921994417618,-2.936470104313528
BEGHT28,WESTHORPE (BEIGHTON) S1028,junction,,
HOLINWD,HOLLINWOOD (METRO),junction,,
BNBRRJN,RESERVOIR JUNCTION,junction,,
WSLE,WEST ST LEONARDS,station,50.85316530118265,0.5401348899558718
PRSTFGT,PRESTON (FISHERGATE),station,,
CHTSEY,CHERTSEY,station,51.38723341472719,-0.5096704956415666
BROWUPL,BROWNHILL U.P.L.,junction,55.72603848813152,-4.694774243995562
CARLILY,CARLISLE N.Y.,junction,54.93007876793431,-2.9784094011398334
CARLILE,CARLISLE,station,54.89127771409225,-2.934578102459788
LNGPCS,LONGPORT CARLESS SOLVENTS,junction,53.050866755962026,-2.22263911978233
TULS178,TULSE HILL SIGNAL VC178,junction,51.43755211882517,-0.10754630829402831
STONECS,STONE CROWN STREET,station,,
CRPHLY,CAERPHILLY,station,51.571494439499816,-3.217614016729561
ADNL,ADLINGTON (LANCS),station,53.61286768822617,-2.602566637876221
BRGEFGF,BRIDGEND FORD SIDINGS G.F.,junction,51.49260509808495,-3.575053923117109
WARNHAM,WARNHAM,station,51.09318316595782,-0.329753860169015
THRSFHH,THORESBY COLLIERY (FLHH),junction,53.200000152368034,-1.052862765214809
WEMBLSM,WEMBLEY STADIUM,station,51.554242306292196,-0.2849512054434494
BEREALS,BERE ALSTON,station,50.485680803234374,-4.19992152008985
HORSUKF,HORSHAM CHIPMAN SIDING,junction,51.068935017924396,-0.31823770448489425
KNTSHTW,KENTISH TOWN WEST,station,51.54692547119558,-0.1467698933060015
KNTSHTJ,KENTISH TOWN JN,junction,51.55040812537692,-0.13954628937091498
KNTSHTN,KENTISH TOWN,station,51.55040812537692,-0.13954628937091498
LMNG113,LEAMINGTON SPA SIGNAL 113,junction,52.284510713038586,-1.5372359412088643
PERTBAL,PERTH BALLAST SIDINGS,junction,56.40964304217744,-3.4541854752906436
OLDTRFD,OLD TRAFFORD METROLINK,station,,
SLCT,SALTCOATS,station,55.63389084104199,-4.784640588230167
RSNHEIM,ROSENHEIM,junction,,
THATCHM,THATCHAM,station,51.393882726271855,-1.2424563536483892
HRLWMLY,HARLOW MILL RECP.,junction,51.78943504780986,0.1284646231053085
CARLCWL,CARLISLE HARKER KINGSTOWN,junction,54.9219741690368,-2.9602071413640343
MOSEDFH,MOSSEND DOWN SIDINGS FLHH,junction,55.825422140546294,-4.00021928111175
ACTRNED,ACHTERNEED,junction,57.602778598463296,-4.5286588556626315
EDPK,EDEN PARK,station,51.390686560096384,-0.027119997996775967
LMNG126,LEAMINGTON SPA SIGNAL 126,junction,52.284510713038586,-1.5372359412088643
CATZXPG,GORSEINON (BUS),station,,
BOOTDUG,BOOTLE DOWN & UP GDS LINE,junction,53.44347699844329,-2.9941693476171563
ROTHHJN,HOLMES JN,junction,53.42729513880733,-1.3802089148711083
CATZXPB,BRISTOL AIRPORT (BUS),station,,
GTHM,GRANTHAM,station,52.905999946184764,-0.6421676154286393
WATCHET,WATCHET (BY BUS),station,,
NORMPW,WAKEFIELD EUROPORT,junction,53.71329958637372,-1.408847861862675
PTALBRG,PORT TALBOT STEEL (COLAS),junction,,
ORRELL,ORRELL,station,53.53014645658302,-2.7091513574982953
POITIER,POITIERS,junction,,
GORD201,GORDON HILL SIGNAL 201,junction,51.65954081607265,-0.09142967883902946
YORKHLJ,YORK HOLGATE JCN,junction,53.95355434188306,-1.099586657528652
STKGDRC,STOKE GIFFORD DOWN RECP.,junction,51.5136063243,-2.539206584307452
CATZXPX,ST AGNES (BUS),station,,
SHERBRN,SHERBORNE (DORSET),station,50.94384848988336,-2.5132137207206373
BSCTBRS,BESCOT BALLAST RECLAIM STE,junction,52.56118541090365,-1.9884358779594615
IPSWBHJ,IPSWICH BOSS HALL JN,junction,,
WNDMLBJ,WINDMILL BRIDGE JN,junction,51.383160474183285,-0.08902452632712246
SILLA,SILLA,junction,,
CEILYDN,CEI LLYDAN,junction,,
MAXWLPK,MAXWELL PARK,station,55.83762778034429,-4.288749818228305
LTCHMRJ,LATCHMERE JN,junction,51.4710688053842,-0.1693557202358279
FITZWLM,FITZWILLIAM,station,53.63254536771575,-1.3745445724330467
DONCWDY,DONCASTER WOOD YARD,junction,53.50902246078442,-1.1333556413162407
HOOVICR,HOO JN. VICTA RAILFREIGHT,junction,,
STIR504,STIRLING SIGNAL 6504,junction,,
SOTOEWS,SOUTHAMPTON M.C.T. EWS,junction,50.913315792348214,-1.4557118182186084
TUNSTDS,TUNSTEAD SDGS,junction,53.27637644911447,-1.8555456443537999
SHBRYMD,SHOEBURYNESS M.O.D.,junction,51.530556023484,0.796141165489741
MORFLDS,MOORFIELDS,station,53.408650509581676,-2.989174796034895
FAREHAM,FAREHAM,station,50.853683360797866,-1.1926225712014362
WORCMSD,WORCESTER MIDDLE SIDING,junction,52.19424882080333,-2.2089227362279678
STKYBJN,STOCKLEY BRIDGE JN,junction,51.505945815248324,-0.44434577307595746
WATFJCS,WATFORD JN. C.S.,junction,51.659494432331215,-0.3909340319643151
FERYLD,FERRYBRIDGE NP LOCO DEPOT,junction,53.72008500670802,-1.2730334616203627
QPRK,QUEENS PARK (LONDON),station,51.53399199766054,-0.20561817274274927
SNAITH,SNAITH,station,53.69318997407126,-1.0280490755258134
HATTCE,HATTON ISU (CE),junction,52.29528794251034,-1.6675351627700985
MRGMM,MARGAM MOORS,junction,51.54478918727035,-3.743945038019924
ALTOBUS,ALTON (HIGH STREET),junction,,
BRHLCR,BARROW HILL COLAS RAIL,junction,,
PENMERE,PENMERE,station,50.1503028650921,-5.083148824342192
ALDWLOS,ALDWARKE LIMIT OF SHUNT,junction,,
LNGLNDJ,LONGLANDS JN,junction,54.317879166626625,-1.432977622132176
NBLYEWS,NORTH BLYTH (DBC),junction,58.25884443626708,-3.941066575820828
BUXTNO1,BUXTON S.B.,junction,53.263018037107265,-1.9092157425233816
RAMSUSW,RAMSGATE UP SIDING WEST,junction,51.34027415754301,1.40266509585942
PYLE,PYLE,station,51.5253691615291,-3.6977502921281613
ARDRSTN,ARDROSSAN TOWN,station,55.63976786496356,-4.8126796270327645
REDCARE,REDCAR EAST,station,54.609113646455846,-1.0519857466458296
BRGH280,BRIGHTON SIGNAL T1280,junction,50.83219377318288,-0.14738789444593456
IMNGESL,IMMINGHAM ESL GBRF,junction,53.638110646091484,-0.2160397115346572
KELNGLY,KELLINGLEY COLLIERY,junction,53.70393647294513,-1.197509582196494
PBROSTI,SWAFFHAM MARKET PLACE,station,,
BRLYWJN,BRADLEY WOOD JN,junction,53.690694707641796,-1.7494944931597902
MNCREDM,EAST DIDSBURY (METROLINK),station,,
NETHRTN,NETHERTOWN,station,54.45615803580884,-3.565503873814052
HENLYIA,HENLEY-IN-ARDEN,station,52.29100036611551,-1.7841839893218907
BHAMINT,BIRMINGHAM INTERNATIONAL,station,52.4506504999871,-1.725004209759987
DUDLPT,DUDLEY PORT,station,52.52446096420845,-2.049331951569438
BRGLCAR,CARBROOK,junction,,
HLNDBUS,HILLINGDON <LUL>,station,,
PROYGNS,PARK ROYAL GUINNESS,junction,51.53258919675264,-0.28067558713839263
ANSL,ANNIESLAND,station,55.889849772180035,-4.32161885430137
BHAMINJ,BIRMINGHAM INTER NORTH JN,junction,52.454528911567955,-1.7305278725816062
BOOKHAM,BOOKHAM,station,51.28876517880782,-0.3841200646075821
ABTHTCR,ABERTHAW TARMAC COLAS RAIL,junction,,
WEYMTH,WEYMOUTH,station,50.61673741196222,-2.4556774158414107
LTRSTNJ,LETTERSTON JN,junction,51.94884754390926,-5.004643324338284
SLATEFD,SLATEFORD,station,55.92652084050189,-3.2439153058469663
STRCROS,STARCROSS,station,,
STWTTMD,STEWARTS LANE T&R.S.M.D,junction,51.473083891627866,-0.1442346051910254
RATCFHH,RATCLIFFE HEAVY HAUL,junction,52.86882402047976,-1.2626642377877901
CATZPEE,PORTREE (SKYE),station,,
WRENMG,MARLEY GREEN L.C.,junction,53.00756463915322,-2.625932637222312
GRNGMOT,GRANGEMOUTH INEOS,junction,56.01696338577432,-3.6748817632218023
SHRBROK,SHIREBROOK,station,53.204197555081045,-1.2026509748244092
JORDANH,JORDANHILL,station,55.882684294402395,-4.325076452230867
ALNGEJN,ALLINGTON EAST JN,junction,52.93257335419725,-0.6975017707013328
HUNTSX,HUNTS CROSS,station,53.36076671520845,-2.855381234730122
BLTCHFS,BLETCHLEY FIELD SIDINGS,junction,51.99594806493619,-0.7358516123680199
NEWANSH,NEWARK SHUNT SDG NORTHGATE,junction,53.07953574940859,-0.798065147926981
MSELBGH,MUSSELBURGH,station,55.9336016367646,-3.0728809617866055
GRNHJN,GREENHURST JN,junction,51.004128845115325,0.14725236736701416
STKWKSJ,STOKE WORKS JN,junction,52.299656153395546,-2.0806231552286034
RYDE32,RYDE ESPLANADE SIG. 32,junction,50.73317285754372,-1.1596814877729964
WRUICE,WEST RUISLIP ISU (CE),junction,51.571189161110496,-0.4420331623192354
GOLFSTR,GOLF STREET,station,56.497960802223666,-2.7200502237567563
MINEBAN,MINEHEAD TOWN (BUS),station,,
LSTREM,LESTREM,junction,,
CDNL567,CARDONALD SIGNAL G567,junction,55.85278069017724,-4.341280442606267
HNTRSLL,HUNTERSTON L.L. EWS,junction,55.73972833976396,-4.869313142485952
AVONHAN,AVONMOUTH HANSONS SIDING,junction,51.5188418003728,-2.694315815536991
AIRP,NEWCASTLE AIRPORT,station,55.01980664631437,-1.6955225178460733
WORCSMB,WORCESTER METAL BOX,junction,52.18780985914344,-2.204840723981142
HNDSQHD,HANDSWORTH QUEENS HEAD SDG,junction,52.50549740956065,-1.9644949282888435
HNDSQHG,HANDSWORTH QNS HEAD (GBRF),junction,52.50549740956065,-1.9644949282888435
PSRN,PENSARN (GWYNEDD),station,52.830316750416074,-4.111205596449529
HNDSQHA,HANDSWORTH QUEENS HEAD AFL,junction,52.50549740956065,-1.9644949282888435
SLMBTHJ,SOUTH LAMBETH JN,junction,,
PBROCTY,PETERBOROUGH CRESCNT C.C.D,junction,52.57694539084533,-0.2536841564659783
QNTRLDW,QUINTRELL DOWNS,station,50.404181592890254,-5.029062462825219
LLDEILO,LLANDEILO,station,51.88508213963832,-3.9868637188636136
GLGQHL,GLASGOW QUEEN STREET,station,55.86315607112403,-4.251048431947109
MNCRDML,DROYLSDEN (METROLINK),station,,
NTHMRCL,NORTHAM DEPOT RECEPT LINE,junction,50.91304409482296,-1.3915347413104404
GTHMNBJ,NOTTINGHAM BRANCH JN,junction,52.91510556875385,-0.6483672012339761
